event_date,event_type_raw,event_source,event_title,t_minus_2_date,t_minus_1_date,t_minus_2_intraday_return,t_minus_2_amplitude,t_minus_2_volume_change_vs_prev,t_minus_2_close_change_vs_prev_close,t_minus_1_intraday_return,t_minus_1_amplitude,t_minus_1_volume_change_vs_prev,t_minus_1_close_change_vs_prev_close,target_post_3d_return,label,event_type,title_length,positive_keyword_count,negative_keyword_count,sentiment_score,is_report,is_dividend,is_governance,is_manual_source
2021-03-31,1,eastmoney_notice,贵州茅台2020年年度报告,2021-03-29,2021-03-30,-0.004975423594442785,0.03838183915713046,0.13947536788227768,0.011730107461126722,0.008790715252027865,0.027889297235717182,-0.42751614261650756,0.012061168532163932,0.06520540007466052,1,1,13,0,0,0,1,0,0,0
2021-04-28,1,sina_bulletin,贵州茅台2021年第一季度报告,2021-04-26,2021-04-27,-0.02825126838704971,0.03201601843788938,0.017392343782685355,-0.01642450375515251,0.00392979758338813,0.016103627053666223,-0.35062417388750183,0.008918174940035802,-0.04541003069280388,0,1,15,0,0,0,1,0,0,0
2021-08-02,1,sina_bulletin,贵州茅台2021年半年度报告,2021-07-29,2021-07-30,-0.037285847847488396,0.05489477366586373,-0.25190642973444693,-0.012141196203255522,-0.030070323120359715,0.043945414618843465,0.21721157459601653,-0.04553435335429969,-0.0358955950976873,0,1,14,0,0,0,1,0,0,0
2021-10-25,1,sina_bulletin,贵州茅台2021年第三季度报告,2021-10-21,2021-10-22,0.0017616542540912071,0.01883147650925172,-0.19690890695321495,0.00182251166407465,0.027709507975519253,0.040365524553033584,0.5623180850601677,0.03456472699929658,-0.02832948972355803,0,1,15,0,0,0,1,0,0,0
2022-03-29,99,moutai_ir_gsgg,贵州茅台2021年度主要财务数据及2022年第一季度主要经营情况公告,2022-03-25,2022-03-28,-0.014501542436786459,0.03229888997284257,0.15084253341080767,-0.020268543456464942,0.025033564555829172,0.0425151040501232,0.9368541519404894,-0.01953072745271144,0.07676892560186946,1,99,34,0,0,0,0,0,0,0
2022-03-31,1,moutai_ir|moutai_ir_gsgg,贵州茅台2021年年度报告；贵州茅台2021年年度报告摘要；贵州茅台2021年年度报告（英文版）,2022-03-29,2022-03-30,0.003750221604003873,0.02045575420365749,-0.5492857391123006,0.004229541299424112,0.02135614870798636,0.02335205045639629,0.6361287834972046,0.04286451823270484,0.030182142669676133,1,1,48,0,0,0,1,0,0,0
2022-04-22,8,moutai_ir_gsgg,贵州茅台关于召开2021年度及2022年第一季度业绩说明会的公告,2022-04-20,2022-04-21,-0.0029188994068846535,0.031939854490686245,-0.0020243751291055567,0.004199626421291365,-0.006406398876686242,0.022566571385587483,0.19858420268256333,-0.010623689204034744,0.013890297069857088,1,8,32,0,0,0,0,0,0,0
2022-04-27,1,moutai_ir,贵州茅台2022年第一季度报告,2022-04-25,2022-04-26,-0.02700825680993904,0.047907503150963295,0.9232258064516129,-0.041189293318462945,0.01932498458641872,0.03247127770301179,-0.16948078571694808,0.016178919819176792,0.026299999999999955,1,1,15,0,0,0,1,0,0,0
2022-05-10,8,moutai_ir_gsgg,贵州茅台关于参加2021年度贵州辖区上市公司业绩说明会暨投资者集体接待日活动的公告,2022-05-06,2022-05-09,-0.013573487565352121,0.023455776602245584,-0.15047087133477913,-0.02679528403001072,-0.01766472354707649,0.026497085320614733,0.061407189816757586,-0.025655786944333202,0.007668955685528238,1,8,41,0,0,0,0,0,0,0
2022-05-27,9,moutai_ir_gsgg,贵州茅台关于修订《公司章程》部分条款的公告；贵州茅台关于召开2021年年度股东大会的通知；贵州茅台独立董事候选人声明（姜国华）,2022-05-25,2022-05-26,-0.006215174960995951,0.01592001783041997,-0.18114987930656135,-0.002868862933524171,-0.011621373109930411,0.019794646505925623,0.2529813747822591,-0.008144355660359101,0.021208275649899962,1,9,63,0,0,0,0,0,0,0
2022-06-09,9,moutai_ir_gsgg,贵州茅台2021年年度股东大会会议资料,2022-06-07,2022-06-08,0.02124312555845005,0.03441310831728762,-0.04605209439046297,0.018768674517287327,0.02490675304279553,0.03496760895170789,0.26548546320865074,0.02939038065780234,0.010855929750072373,1,9,19,0,0,0,0,0,0,0
2022-06-17,9,moutai_ir_gsgg,关于贵州茅台酒股份有限公司2021年年度股东大会的法律意见书；贵州茅台2021年年度股东大会决议公告；贵州茅台章程（2022年6月修订）,2022-06-15,2022-06-16,0.003044630704205254,0.025079399192874365,0.14441120478651073,0.0024461839530333495,-0.010349067760212362,0.019003688951384653,-0.20131297528517111,0.0011308312204643927,-0.008541752084187509,0,9,68,0,0,0,0,0,0,0
2022-06-24,3,moutai_ir_gsgg,贵州茅台2021年年度权益分派实施公告,2022-06-22,2022-06-23,-0.010794963865278851,0.014772055815644744,-0.17160686427457097,-0.005563107572451771,0.008239023218025204,0.014326745929121493,0.3663154680103833,0.012118914696625162,0.011570539499142827,1,3,19,0,0,0,0,1,0,0
2022-07-22,2,moutai_ir_gsgg,贵州茅台2022年上半年主要经营数据公告,2022-07-20,2022-07-21,-0.004844554217002476,0.014001601783244003,-0.14806886500273272,0.003955115093849231,-0.002316567412111641,0.01208570169391935,-0.2482758620689655,-0.006246975000844135,-0.015447411149197237,0,2,20,0,0,0,0,0,0,0
2022-08-03,1,moutai_ir|moutai_ir_gsgg,贵州茅台2022年半年度报告；贵州茅台2022年半年度报告摘要；贵州茅台关于贵州茅台集团财务有限公司的风险持续评估报告,2022-08-01,2022-08-02,0.0001689218707223237,0.015622360595769927,-0.43192374162886155,-0.004718293531184848,-1.1718109165894332e-05,0.017559586585108644,0.3414935589675334,-0.006010273374255959,0.015498668037575346,1,1,59,0,1,-1,1,0,0,0
2022-09-13,17,moutai_ir_gsgg,贵州茅台第三届董事会2022年度第八次会议决议公告,2022-09-08,2022-09-09,-0.0030362651509631034,0.010323301513274551,-0.41386985091500034,-0.0018300431063309709,0.011981159490482857,0.02179493388870054,0.6328129708878307,0.018145161290322558,-0.011724978895037989,0,17,25,0,0,0,0,0,0,0
2022-09-26,6,moutai_ir_gsgg,贵州茅台关于独立董事辞职的公告,2022-09-22,2022-09-23,-0.011513355252105915,0.01450118793347577,0.08140033341271731,-0.016235162053070323,0.008266720078661373,0.020751773824480936,0.2459478505990134,0.008266720078661373,0.010267730328567317,1,6,15,0,0,0,0,0,1,0
2022-10-11,6,moutai_ir_gsgg,贵州茅台关于职工董事选举结果的公告,2022-09-30,2022-10-10,-0.015138694084781391,0.020859173051733536,-0.013941639647985178,-0.0045984148648885595,-0.060579230643770826,0.06454018033970967,1.2821175254826436,-0.05090451137553994,-0.026376225299517726,0,6,17,0,0,0,0,0,1,0
2022-10-13,2,moutai_ir_gsgg,贵州茅台2022年1至9月主要经营数据公告,2022-10-11,2022-10-12,-0.00557632321631925,0.028469574689310294,-0.34037954882265764,-0.0037265309159453305,-0.008535259494382776,0.044363354619412404,0.5038849190251817,-0.012441263419947104,0.0038251187162272266,1,2,21,0,0,0,0,0,0,0
2022-10-17,1,sina_bulletin|moutai_ir_gsgg,贵州茅台2022年第三季度报告；贵州茅台第三届董事会2022年度第九次会议决议公告；贵州茅台第三届董事会2022年度第十次会议决议公告,2022-10-13,2022-10-14,-0.013230180581946993,0.02456017890151368,0.3272953625894802,-0.037819203912374894,0.017966370806111496,0.034527187068898166,-0.2727727493004424,0.02464057638775169,-0.04853552153035735,0,1,67,0,0,0,1,0,0,0
2022-11-09,17,moutai_ir_gsgg,贵州茅台第三届董事会2022年度第十一次会议决议公告,2022-11-07,2022-11-08,0.009887871836221671,0.024144275103913586,-0.4663283671632837,-0.007042201097273221,-0.017321466031346378,0.036733195480835486,-0.07899667431729823,-0.01666579201871231,0.056813765874434506,1,17,26,0,0,0,0,0,0,0
2022-11-22,2,moutai_ir_gsgg,贵州茅台关于茅台酒经营数据的公告,2022-11-18,2022-11-21,-0.006323248453049624,0.01996064900624483,-0.2279594506213211,9.327287337856528e-05,-0.015620089027928961,0.031298652886098295,0.6559786522089034,-0.03382619862399478,-0.01312641306495164,0,2,16,0,0,0,0,0,0,0
2022-11-29,3,moutai_ir_gsgg,贵州茅台关于修订《公司章程》《公司董事会议事规则》的公告；贵州茅台关于召开2022年第一次临时股东大会的通知；贵州茅台回报股东特别分红方案公告,2022-11-25,2022-11-28,0.0011133625776570397,0.016329317805636585,-0.3274460938346516,0.001499907183961375,0.01913780746298255,0.04879759671836162,1.562859137532893,-0.008993379152857701,0.0244641454382225,1,3,71,1,0,1,0,1,0,0
2022-12-09,9,moutai_ir_gsgg,贵州茅台2022年第一次临时股东大会会议资料,2022-12-07,2022-12-08,0.004114132276996122,0.03321214699216389,-0.19527940743425373,-0.0026406823523198396,0.003327235610700166,0.01988387815159469,-0.44463210043348533,0.0019989938838730057,0.026253243916853027,1,9,22,0,0,0,0,0,0,0
2022-12-15,9,moutai_ir_gsgg,北京市金杜律师事务所关于贵州茅台酒股份有限公司2022年第一次临时股东大会的法律意见书；贵州茅台2022年第一次临时股东大会决议公告；贵州茅台章程（2022年12月修订）,2022-12-13,2022-12-14,0.008313296157978206,0.019625773776027047,-0.38469284994964753,0.007012479403236737,0.01775430639078593,0.0240801141575782,0.3606733691840075,0.013236002942743422,-0.04461037955073587,0,9,85,0,0,0,0,0,0,0
2022-12-21,3,moutai_ir_gsgg,贵州茅台2022年度回报股东特别分红实施公告,2022-12-19,2022-12-20,-0.01587145352986045,0.023764118211570096,-0.24970723358256014,-0.00859552685559894,-0.03161253446727254,0.05205735856641263,0.8488814183375355,-0.03625543831574736,0.0019543225015327672,1,3,22,1,0,1,0,1,0,0
2022-12-29,2,moutai_ir_gsgg,贵州茅台关于召开2022年第三季度及近期生产经营情况业绩说明会的公告,2022-12-27,2022-12-28,-0.003151253883920412,0.013644929317375296,-0.16269173213617658,0.008190869570760276,-0.008077514032172012,0.024452039760433985,0.19731918458531136,0.0,0.003833715003795436,1,2,34,0,0,0,0,0,0,0
2022-12-30,2,moutai_ir_gsgg,贵州茅台2022年度生产经营情况公告,2022-12-28,2022-12-29,-0.008077514032172012,0.024452039760433985,0.19731918458531136,0.0,0.001277408393850556,0.016567986868241746,0.045713219516745965,-0.0088514038958822,0.04696414858441171,1,2,18,0,0,0,0,0,0,0
2023-02-13,5,moutai_ir_gsgg,贵州茅台关于控股股东增持公司股票计划实施进展的公告,2023-02-09,2023-02-10,0.02459011354484929,0.03365157038612626,0.7842408251379228,0.020824783942866593,-6.0285633330666126e-05,0.010513814452877768,-0.39554345634200444,-0.0047999904000192,0.0032081735111611754,1,5,25,1,0,1,0,0,0,0
2023-03-31,1,moutai_ir|moutai_ir_gsgg,贵州茅台2022年年度报告；贵州茅台2022年年度报告摘要；贵州茅台2022年年度报告（英文版）,2023-03-29,2023-03-30,-0.005462258826099887,0.009061280474852405,-0.10822084467875558,0.005029224702079796,0.004263950733094958,0.0158375312943527,0.25102319236016374,0.006102509962347513,-0.013807403500991786,0,1,48,0,0,0,1,0,0,0
2023-04-17,2,moutai_ir_gsgg,贵州茅台2023年第一季度主要经营数据公告,2023-04-13,2023-04-14,0.021447093918774005,0.025723514463790106,-0.4219156638293709,0.018732539523065715,-0.007988975467875907,0.017908514164872668,-0.281318755712013,-0.0060954271571005076,-0.00694275350103337,0,2,21,0,0,0,0,0,0,0
2023-04-26,1,moutai_ir|moutai_ir_gsgg,贵州茅台2023年第一季度报告；贵州茅台关于会计政策变更的公告；贵州茅台第三届董事会2023年度第三次会议决议公告,2023-04-24,2023-04-25,-0.010193225327616632,0.01337860824249683,0.09250459012852359,-0.013003925953218917,0.015681784558780887,0.02185672843754624,0.017399041075577083,0.016335515263859044,0.0037611925303595484,1,1,57,0,0,0,1,0,0,0
2023-05-12,8,moutai_ir_gsgg,贵州茅台关于召开2022年度及2023年第一季度业绩说明会的公告,2023-05-10,2023-05-11,0.006272940032995391,0.013428311997237605,-0.2929062563823269,0.0019100129244207884,-0.0088182974925143,0.012660872207486374,-0.2660665286670197,-0.005039175939046982,-0.0034725124913990136,0,8,32,0,0,0,0,0,0,0
2023-05-19,9,moutai_ir_gsgg,贵州茅台关于与关联方签订《商标许可协议》的公告；贵州茅台关于出资参与设立产业发展基金的公告；贵州茅台关于召开2022年度股东大会的通知,2023-05-17,2023-05-18,-0.004496778379489551,0.008987132789865552,-0.2450953923686105,-0.00147555349364672,-0.009004544108749667,0.009912078575750076,0.14555641652262025,-0.006452986764924145,0.007363532428609173,1,9,67,0,0,0,0,0,0,0
2023-06-05,9,moutai_ir_gsgg,贵州茅台2022年度股东大会会议资料,2023-06-01,2023-06-02,0.012218154049649781,0.03885672987106848,-0.2249100305760749,0.004751043943772533,0.017138993218046763,0.024797980812361474,-0.12522255192878337,0.023359984911659155,0.0019819379389166727,1,9,18,0,0,0,0,0,0,0
2023-06-14,6,moutai_ir_gsgg,北京市金杜律师事务所关于贵州茅台酒股份有限公司2022年度股东大会之法律意见书；贵州茅台2022年度股东大会决议公告；贵州茅台关于职工监事选举结果的公告,2023-06-12,2023-06-13,0.019792828895681635,0.030686147000376324,0.537485779294653,0.01980629444037315,0.003319179281060658,0.012712715957343296,-0.4575086018720633,0.0019421624036201905,0.010866046777315933,1,6,76,0,0,0,0,0,1,0
2023-06-26,3,moutai_ir_gsgg,贵州茅台2022年年度权益分派实施公告,2023-06-20,2023-06-21,0.0021779224130877,0.01888372034469084,-0.33921135646687695,-0.0003390532878750548,-0.0026248371279120725,0.013596278648177348,-0.1540077338043634,-0.004792322234993442,0.0030237470067472805,1,3,19,0,0,0,0,1,0,0
2023-06-28,5,moutai_ir_gsgg,北京市君泽君律师事务所关于贵州茅台酒股份有限公司控股股东及其一致行动人增持股份的法律意见书；贵州茅台关于控股股东增持公司股票计划实施结果的公告,2023-06-26,2023-06-27,-0.007081936281696542,0.022310330320376343,0.35393036510354947,-0.016932786367939368,0.000680071343333341,0.012581319851667393,-0.3675655399491518,0.0013160682301128959,0.013715481436860029,1,5,71,1,0,1,0,0,0,0
2023-07-14,2,moutai_ir_gsgg,贵州茅台2023年上半年主要经营数据公告,2023-07-12,2023-07-13,0.0004787039719833577,0.007350625464531718,0.055789557339267264,0.0023981118024966755,0.010278284071478284,0.016535447866363573,0.9425668046669176,0.015487477807577473,-0.018432273682399636,0,2,20,0,0,0,0,0,0,0
2023-08-03,1,moutai_ir|moutai_ir_gsgg,贵州茅台2023年半年度报告；贵州茅台2023年半年度报告摘要；贵州茅台关于贵州茅台集团财务有限公司的风险持续评估报告,2023-08-01,2023-08-02,0.006270719335383638,0.01658117414797525,-0.5762136671147448,0.004797283438546825,-0.001934037929896865,0.013196964698119328,-0.03754354947740627,-0.005103255877249685,0.006577108468098442,1,1,59,0,1,-1,1,0,0,0
2023-08-21,6,moutai_ir_gsgg,贵州茅台关于召开2023年第一次临时股东大会的通知；贵州茅台关于董事辞职的公告；贵州茅台独立董事关于公司第四届董事会2023年度第三次会议有关议案的独立意见,2023-08-17,2023-08-18,0.013072245427391636,0.01930789094760381,0.3114381067961165,0.004750439636960298,-0.017227538278535227,0.018985450347773526,-0.015442452284557548,-0.014953336896448456,0.015189903817288982,1,6,78,0,0,0,0,0,1,0
2023-08-29,9,moutai_ir_gsgg,贵州茅台2023年第一次临时股东大会会议资料；贵州茅台关于出资参与设立产业发展基金完成备案的公告,2023-08-25,2023-08-28,0.009617612289633329,0.018866915770151538,-0.27725964306275186,0.005133421650264853,-0.03587380721423906,0.03761645875160732,1.1800223036482396,0.005877991950857875,-0.00016223325665879027,0,9,48,0,0,0,0,0,0,0
2023-09-08,9,moutai_ir_gsgg,北京市金杜律师事务所关于贵州茅台酒股份有限公司2023年第一次临时股东大会之法律意见书；贵州茅台2023年第一次临时股东大会决议公告；贵州茅台第四届董事会2023年度第四次会议决议公告,2023-09-06,2023-09-07,0.0017315217767722127,0.01018711978667657,-0.2898013921706367,0.0013269639065817147,-0.008453085376162378,0.01487974617584736,0.5270209513532955,-0.013252054068380599,0.0008328017577433328,1,9,92,0,0,0,0,0,0,0
2023-10-23,1,moutai_ir,贵州茅台2023年第三季度报告,2023-10-19,2023-10-20,-0.04445629945763315,0.04699665942664076,2.617088296092135,-0.06115139337817769,0.009969559611320103,0.025754695662576932,-0.3825722527622054,0.009969559611320103,0.018603150352965968,1,1,15,0,0,0,1,0,0,0
2023-10-27,6,moutai_ir_gsgg,贵州茅台关于独立董事辞职的公告,2023-10-25,2023-10-26,0.004784131443849492,0.020055804077193495,0.21158032215933828,0.022767259955322104,0.003392623152869146,0.016859326145902263,-0.3812432626661876,-0.00339544353383845,0.06722147374120892,1,6,15,0,0,0,0,0,1,0
2023-11-01,7,moutai_ir_gsgg,贵州茅台重大事项公告,2023-10-30,2023-10-31,0.007774135451353348,0.012879151064408784,-0.2970054287548888,0.002765440375429458,0.002946133360779217,0.014248221384553941,-0.17549613883583826,0.0023013924066908513,0.01873070906092765,1,7,10,0,0,0,0,0,0,0
2023-11-21,3,moutai_ir_gsgg|moutai_ir,贵州茅台关于修订《公司章程》的公告；贵州茅台关于召开2023年第二次临时股东大会的通知；贵州茅台回报股东特别分红方案公告,2023-11-17,2023-11-20,0.0008729973318251011,0.012972002606696204,0.7290969899665551,-0.0040559637349125545,0.004602412891665337,0.020152431914971906,-0.14304135580731325,0.005577395577395533,-0.0078097778418580064,0,3,60,1,0,1,0,1,0,0
2023-11-29,9,moutai_ir_gsgg,贵州茅台2023年第二次临时股东大会会议资料,2023-11-27,2023-11-28,-0.0062504551302280395,0.011105177561473032,0.24272067252579288,-0.00847673137238281,0.004915687401411098,0.009709094021692677,-0.10706598610171576,0.003688369423173197,-0.014551716193028516,0,9,22,0,0,0,0,0,0,0
2023-12-04,8,moutai_ir_gsgg,贵州茅台关于召开业绩说明会的公告,2023-11-30,2023-12-01,0.008950523829709909,0.014340216798885627,0.24514548953291737,0.01018013812003951,-0.017447066813311096,0.025061752880298604,0.5478387111881234,-0.018738595985787015,-0.031200585741621517,0,8,16,0,0,0,0,0,0,0
2023-12-07,9,moutai_ir_gsgg,北京市金杜律师事务所关于贵州茅台酒股份有限公司2023年第二次临时股东大会之法律意见书；贵州茅台2023年第二次临时股东大会决议公告；贵州茅台章程（2023年12月修订）,2023-12-05,2023-12-06,-0.02450473092844469,0.025170017740981748,0.6216377440347072,-0.02566311242916651,0.0002345914621387709,0.011628128150341373,-0.20238772029562252,-0.0037888834160572883,0.006344549022596508,1,9,85,0,0,0,0,0,0,0
2023-12-14,3,eastmoney_notice,贵州茅台2023年度回报股东特别分红实施公告,2023-12-12,2023-12-13,0.01433253530323002,0.016637007259086668,-0.4295294724552687,0.007624413384374728,-0.02862387644005572,0.03078870743132034,0.8461282185521869,-0.031547990937604534,0.02588581113288485,1,3,22,1,0,1,0,1,0,0
2023-12-20,17,moutai_ir_gsgg,贵州茅台第四届董事会2023年度第九次会议决议公告,2023-12-18,2023-12-19,0.01452547901068283,0.018704855471483945,-0.46359151322351927,0.011187301754432145,0.006495277932942751,0.02259057665077487,0.11609790420666433,0.008460347004386365,0.014389654479840901,1,17,25,0,0,0,0,0,0,0
2024-01-02,2,sina_bulletin,贵州茅台2023年度生产经营情况公告,2023-12-28,2023-12-29,0.03451206963768718,0.03894111857452374,1.387767812655705,0.03711700859848537,0.003718209310396113,0.01833077190025279,-0.28167875215191196,0.0006239690610192262,-0.013713902032698054,0,2,18,0,0,0,0,0,0,0
2024-04-03,1,moutai_ir|moutai_ir_gsgg,贵州茅台2023年年度报告；贵州茅台2023年年度报告摘要；贵州茅台2023年年度报告（英文版）,2024-04-01,2024-04-02,0.007071280250924391,0.015776313081868436,1.01612543657576,0.011543424068947416,-0.004957664884135467,0.012341552782729286,-0.06199550329880948,-0.0045448634992971675,-0.04172701222658015,0,1,48,0,0,0,1,0,0,0
2024-04-29,1,moutai_ir|moutai_ir_gsgg,贵州茅台2024年第一季度报告；贵州茅台关于召开2023年度及2024年第一季度业绩说明会的公告；贵州茅台关于贵州茅台集团财务有限公司日常关联交易的公告,2024-04-25,2024-04-26,0.001710847785051885,0.008427977096104135,-0.15275664286550392,-0.0003528047981452204,0.00971858308979129,0.012609593872820707,1.1411992263056092,0.010329484723202501,0.04130989935406339,1,1,76,0,0,0,1,0,0,0
2024-04-30,6,moutai_ir_gsgg,贵州茅台关于收到推荐董事长人选文件的公告,2024-04-26,2024-04-29,0.00971858308979129,0.012609593872820707,1.1411992263056092,0.010329484723202501,0.004432206107014173,0.02148834109755258,0.33346238224287006,-0.0033871661957069923,0.03688668151224762,1,6,20,0,0,0,0,0,1,0
2024-05-06,6,moutai_ir_gsgg,贵州茅台关于董事长辞职的公告,2024-04-29,2024-04-30,0.004432206107014173,0.02148834109755258,0.33346238224287006,-0.0033871661957069923,-6.255121380624702e-06,0.01556274199500834,-0.25578244459498695,0.0006259075659706575,-0.002539482912907856,0,6,14,0,0,0,0,0,1,0
2024-05-09,9,moutai_ir_gsgg,贵州茅台关于召开2023年度股东大会的通知；贵州茅台第四届董事会2024年度第五次会议决议公告,2024-05-07,2024-05-08,0.002536954569832559,0.012726954991654034,-0.5839523276970071,0.0059254601301182395,-0.0034388019502574895,0.008597004875644134,-0.4074623871614845,-0.003624495095210601,-0.03274574462926142,0,9,47,0,0,0,0,0,0,0
2024-05-22,9,moutai_ir_gsgg,贵州茅台2023年度股东大会会议资料,2024-05-20,2024-05-21,-0.005578064988490205,0.015437403438669273,0.08650255842898631,-0.003729766019345053,-0.0018730333150192297,0.007223665151590931,-0.48154394450455035,-0.002495819502333591,-0.01733704497326246,0,9,18,0,0,0,0,0,0,0
2024-05-28,9,moutai_ir_gsgg,贵州茅台关于调整2023年度股东大会现场会议召开地点的公告,2024-05-24,2024-05-27,-0.010033529130007357,0.011344442483676607,0.07053216838760921,-0.009415459516046682,-0.005013743255624624,0.012368930062099189,0.24143047929959935,-0.004430976088008375,-0.010389393706042294,0,9,29,0,0,0,0,0,0,0
2024-05-30,9,moutai_ir_gsgg,北京市金杜律师事务所关于贵州茅台酒股份有限公司2023年度股东大会之法律意见书；贵州茅台2023年度股东大会决议公告；贵州茅台第四届董事会2024年度第六次会议决议公告,2024-05-28,2024-05-29,-0.0036826760779499713,0.007780931921640738,-0.06283369192764364,-0.003504284435349801,0.0051292572835453425,0.009617357406647518,-0.16453382084095064,0.006006468504543437,0.0027225348095522373,1,9,84,0,0,0,0,0,0,0
2024-06-12,3,moutai_ir_gsgg,贵州茅台2023年年度权益分派实施公告,2024-06-07,2024-06-11,-0.017502159357323337,0.01764503412758707,0.3090589613432253,-0.013452973283164617,-0.022710417126019768,0.025389698463923242,1.0953616703952274,-0.03316896474227611,-0.020595621553747775,0,3,19,0,0,0,0,1,0,0
2024-08-09,1,moutai_ir|moutai_ir_gsgg,贵州茅台2024年半年度报告；贵州茅台2024年半年度报告摘要；贵州茅台关于2024－2026年度现金分红回报规划的公告,2024-08-07,2024-08-08,0.0075184578139332065,0.017811226561207805,-0.24857892435505027,0.008124821329160552,0.014742879391416375,0.029336008865195173,0.21864998545242945,0.011335313344178661,-0.017262149615090792,0,1,60,1,0,1,1,0,0,0
2024-08-15,99,moutai_ir_gsgg,贵州茅台关于收到高级管理人员推荐文件的公告,2024-08-13,2024-08-14,-0.007358790771678607,0.016934794778867977,0.19630281690140844,-0.009620331309805642,-0.007205562605282128,0.00955794504181609,-0.1774589158695119,-0.007205562605282128,-0.0030855747530430817,0,99,21,0,0,0,0,0,0,0
2024-08-19,17,moutai_ir_gsgg,贵州茅台第四届董事会2024年度第十次会议决议公告,2024-08-15,2024-08-16,0.016441158552636625,0.024097654164065587,0.7175339197852989,0.010158013544018168,0.003263403263403324,0.013993413993414056,-0.2857762923738009,0.0031891671907950314,-0.011400000000000073,0,17,25,0,0,0,0,0,0,0
2024-09-03,8,moutai_ir_gsgg,贵州茅台关于召开2024年半年度业绩说明会的公告,2024-08-30,2024-09-02,0.022570950088220382,0.03967672478243979,0.4101266744321491,0.022341650097917647,-0.02583864871249705,0.0317446255610678,-0.11884664033661169,-0.035233046974958916,-0.00899172761059825,0,8,24,0,0,0,0,0,0,0
